"EstablishmentID","InspectionID","EstablishmentName","PlaceName","Address","Address2","City","State","Zip","TypeDescription","Latitude","Longitude","InspectionDate","Score","Grade","NameSearch","Intersection"
"44242","1334518","KROGER L-387"," ","291 N HUBBARDS LN","","LOUISVILLE","KY","40207","RETAIL-FOOD  10,001 SQ FT OR OVER","38.2585000","-85.6368000","2017-11-03 00:00:00","100","A","KROGERL",""
"44242","1334519","KROGER L-387"," ","291 N HUBBARDS LN","","LOUISVILLE","KY","40207","RETAIL-FOOD  10,001 SQ FT OR OVER","38.2585000","-85.6368000","2017-11-03 00:00:00","100","A","KROGERL",""
"44242","1366296","KROGER L-387"," ","291 N HUBBARDS LN","","LOUISVILLE","KY","40207","RETAIL-FOOD  10,001 SQ FT OR OVER","38.2585000","-85.6368000","2018-03-20 00:00:00","96","A","KROGERL",""
"44242","1366297","KROGER L-387"," ","291 N HUBBARDS LN","","LOUISVILLE","KY","40207","RETAIL-FOOD  10,001 SQ FT OR OVER","38.2585000","-85.6368000","2018-03-20 00:00:00","97","","KROGERL",""
"44344","1337665","SUB STATION II"," ","3101 FERN VALLEY RD","","LOUISVILLE","KY","40213","FOOD SERVICE","38.1574000","-85.7076000","2017-11-15 00:00:00","100","A","SUBSTATIONII",""
"44344","1372479","SUB STATION II"," ","3101 FERN VALLEY RD","","LOUISVILLE","KY","40213","FOOD SERVICE","38.1574000","-85.7076000","2018-04-17 00:00:00","97","A","SUBSTATIONII",""
"44344","1424534","SUB STATION II"," ","3101 FERN VALLEY RD","","LOUISVILLE","KY","40213","FOOD SERVICE","38.1574000","-85.7076000","2018-10-29 00:00:00","100","A","SUBSTATIONII",""
"44350","1340213","PASS TIME FISH HOUSE & TAVERN"," ","10801 LOCUST DR","","LOUISVILLE","KY","40299","FOOD SERVICE","38.2043000","-85.5570000","2017-11-28 00:00:00","91","A","PASSTIMEFISHHOUSETAVERN",""
"44350","1369477","PASS TIME FISH HOUSE & TAVERN"," ","10801 LOCUST DR","","LOUISVILLE","KY","40299","FOOD SERVICE","38.2043000","-85.5570000","2018-04-04 00:00:00","90","A","PASSTIMEFISHHOUSETAVERN",""
"44350","1409569","PASS TIME FISH HOUSE & TAVERN"," ","10801 LOCUST DR","","LOUISVILLE","KY","40299","FOOD SERVICE","38.2043000","-85.5570000","2018-08-27 00:00:00","90","A","PASSTIMEFISHHOUSETAVERN",""
"44428","1420748","FISCAL COURT SNACK BAR"," ","531 COURT PL","","LOUISVILLE","KY","40201","SUPERMARKET WITH PROCESSING","38.2549000","-85.7599000","2018-10-11 00:00:00","100","","FISCALCOURTSNACKBAR",""
"44448","1359554","ORIENTAL SUPERMARKET & GIFT SHOP"," ","1211 GILMORE LN","","LOUISVILLE","KY","40213","PRE-PACKAGED RETAIL","38.1755000","-85.7118000","2018-02-20 00:00:00","96","","ORIENTALSUPERMARKETGIFTSHOP",""
"44672","1339866","THORNTONS #93"," ","1501 DIXIE HWY","","LOUISVILLE","KY","40210","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1024000","-85.8691000","2017-11-21 00:00:00","94","A","THORNTONS",""
"44672","1339867","THORNTONS #93"," ","1501 DIXIE HWY","","LOUISVILLE","KY","40210","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1024000","-85.8691000","2017-11-21 00:00:00","94","","THORNTONS",""
"44672","1373132","THORNTONS #93"," ","1501 DIXIE HWY","","LOUISVILLE","KY","40210","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1024000","-85.8691000","2018-04-19 00:00:00","93","A","THORNTONS",""
"44672","1373133","THORNTONS #93"," ","1501 DIXIE HWY","","LOUISVILLE","KY","40210","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1024000","-85.8691000","2018-04-19 00:00:00","95","","THORNTONS",""
"44672","1423212","THORNTONS #93"," ","1501 DIXIE HWY","","LOUISVILLE","KY","40210","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1024000","-85.8691000","2018-10-22 00:00:00","95","A","THORNTONS",""
"44672","1423213","THORNTONS #93"," ","1501 DIXIE HWY","","LOUISVILLE","KY","40210","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1024000","-85.8691000","2018-10-22 00:00:00","95","","THORNTONS",""
"44800","1351772","ST. JOSEPH'S HOME FOR THE AGED"," ","15 AUDUBON PLAZA","","LOUISVILLE","KY","40217","FOOD SERVICE (HOSPITAL / NURSING HOME","38.2146000","-85.7165000","2018-01-19 00:00:00","100","A","STJOSEPHSHOMEFORTHEAGED",""
"44800","1395372","ST. JOSEPH'S HOME FOR THE AGED"," ","15 AUDUBON PLAZA","","LOUISVILLE","KY","40217","FOOD SERVICE (HOSPITAL / NURSING HOME","38.2146000","-85.7165000","2018-07-09 00:00:00","100","A","STJOSEPHSHOMEFORTHEAGED",""
"44802","1367970","BELLE OF LOUISVILLE"," ","401 W RIVER RD","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2597000","-85.7440000","2018-03-23 00:00:00","100","A","BELLEOFLOUISVILLE",""
"44802","1411494","BELLE OF LOUISVILLE"," ","401 W RIVER RD","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2597000","-85.7440000","2018-09-10 00:00:00","98","A","BELLEOFLOUISVILLE",""
"44877","1351780","PATCHES PLAYMATES"," ","10414 MILLER LN","","LOUISVILLE","KY","40272","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1044000","-85.8516000","2018-01-19 00:00:00","99","A","PATCHESPLAYMATES",""
"44877","1395366","PATCHES PLAYMATES"," ","10414 MILLER LN","","LOUISVILLE","KY","40272","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1044000","-85.8516000","2018-07-09 00:00:00","100","A","PATCHESPLAYMATES",""
"45074","1349616","UPS CAFETERIA"," ","1400 N HURSTBOURNE PKWY","","LOUISVILLE","KY","40223","FOOD SERVICE","38.2667000","-85.5668000","2018-01-08 00:00:00","98","A","UPSCAFETERIA",""
"45074","1395968","UPS CAFETERIA"," ","1400 N HURSTBOURNE PKWY","","LOUISVILLE","KY","40223","FOOD SERVICE","38.2667000","-85.5668000","2018-07-10 00:00:00","99","A","UPSCAFETERIA",""
"45083","1341475","BRIGHT HORIZONS CHILDCARE"," ","632 S 4TH ST","","LOUISVILLE","KY","40202","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2477000","-85.7583000","2017-12-04 00:00:00","99","A","BRIGHTHORIZONSCHILDCARE",""
"45083","1377126","BRIGHT HORIZONS CHILDCARE"," ","632 S 4TH ST","","LOUISVILLE","KY","40202","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2477000","-85.7583000","2018-05-07 00:00:00","100","A","BRIGHTHORIZONSCHILDCARE",""
"45083","1418157","BRIGHT HORIZONS CHILDCARE"," ","632 S 4TH ST","","LOUISVILLE","KY","40202","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2477000","-85.7583000","2018-10-03 00:00:00","100","A","BRIGHTHORIZONSCHILDCARE",""
"45218","1360524","CIRCLE K #3225"," ","7201 FEGENBUSH LN","","LOUISVILLE","KY","40228","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1454000","-85.6273000","2018-02-23 00:00:00","97","A","CIRCLEK",""
"45218","1360525","CIRCLE K #3225"," ","7201 FEGENBUSH LN","","LOUISVILLE","KY","40228","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1454000","-85.6273000","2018-02-23 00:00:00","97","","CIRCLEK",""
"45218","1394860","CIRCLE K #3225"," ","7201 FEGENBUSH LN","","LOUISVILLE","KY","40228","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1454000","-85.6273000","2018-07-05 00:00:00","96","A","CIRCLEK",""
"45218","1394861","CIRCLE K #3225"," ","7201 FEGENBUSH LN","","LOUISVILLE","KY","40228","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1454000","-85.6273000","2018-07-05 00:00:00","97","","CIRCLEK",""
"45219","1359848","BUECHEL DAY CARE"," ","2119 OLD SHEPHERDSVILLE RD","","LOUISVILLE","KY","40218","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1966000","-85.6617000","2018-02-21 00:00:00","99","A","BUECHELDAYCARE",""
"45220","1353784","OUR SAVIOR LUTHERAN SCHOOL"," ","8307 NOTTINGHAM PKWY","","LOUISVILLE","KY","40222","SCHOOL CAFETERIA OR FOOD SERVICE",".0000000",".0000000","2018-01-29 00:00:00","100","A","OURSAVIORLUTHERANSCHOOL",""
"45220","1413138","OUR SAVIOR LUTHERAN SCHOOL"," ","8307 NOTTINGHAM PKWY","","LOUISVILLE","KY","40222","SCHOOL CAFETERIA OR FOOD SERVICE",".0000000",".0000000","2018-09-17 00:00:00","100","A","OURSAVIORLUTHERANSCHOOL",""
"45222","1347926","VINT"," ","2309 FRANKFORT AVE","","LOUISVILLE","KY","40206","FOOD SERVICE","38.2536000","-85.7031000","2018-01-02 00:00:00","99","A","VINT",""
"45222","1377457","VINT"," ","2309 FRANKFORT AVE","","LOUISVILLE","KY","40206","FOOD SERVICE","38.2536000","-85.7031000","2018-05-08 00:00:00","99","A","VINT",""
"45224","1342410","SMOKER'S CORNER CAFE"," ","440 W MARKET ST","","LOUISVILLE","KY","40202","SUPERMARKET WITH PROCESSING","38.2552000","-85.7583000","2017-12-06 00:00:00","84","","SMOKERSCORNERCAFE",""
"45224","1344642","SMOKER'S CORNER CAFE"," ","440 W MARKET ST","","LOUISVILLE","KY","40202","SUPERMARKET WITH PROCESSING","38.2552000","-85.7583000","2017-12-13 00:00:00","89","","SMOKERSCORNERCAFE",""
"45260","1361125","Z'S OYSTER BAR & STEAKHOUSE"," ","101 WHITTINGTON PKWY","","LOUISVILLE","KY","40222","FOOD SERVICE","38.2448000","-85.5806000","2018-02-27 00:00:00","98","A","ZSOYSTERBARSTEAKHOUSE",""
"45260","1404253","Z'S OYSTER BAR & STEAKHOUSE"," ","101 WHITTINGTON PKWY","","LOUISVILLE","KY","40222","FOOD SERVICE","38.2448000","-85.5806000","2018-08-13 00:00:00","96","A","ZSOYSTERBARSTEAKHOUSE",""
"45368","1347789","BOOTLEG BARBEQUE"," ","9704 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","38.9930000","-85.5622000","2017-12-20 00:00:00","94","A","BOOTLEGBARBEQUE",""
"45368","1380985","BOOTLEG BARBEQUE"," ","9704 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","38.9930000","-85.5622000","2018-05-18 00:00:00","94","A","BOOTLEGBARBEQUE",""
"45368","1422409","BOOTLEG BARBEQUE"," ","9704 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","38.9930000","-85.5622000","2018-10-17 00:00:00","93","A","BOOTLEGBARBEQUE",""
"45373","1347106","SUBWAY #10519"," ","2218 HIKES LN","","LOUISVILLE","KY","40218","FOOD SERVICE","38.1999000","-85.6580000","2017-12-14 00:00:00","96","A","SUBWAY",""
"45373","1380175","SUBWAY #10519"," ","2218 HIKES LN","","LOUISVILLE","KY","40218","FOOD SERVICE","38.1999000","-85.6580000","2018-05-17 00:00:00","98","A","SUBWAY",""
"45373","1419873","SUBWAY #10519"," ","2218 HIKES LN","","LOUISVILLE","KY","40218","FOOD SERVICE","38.1999000","-85.6580000","2018-10-09 00:00:00","98","A","SUBWAY",""
"45404","1363782","PAPA JOHN'S"," ","5709 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","38.1631000","-85.5955000","2018-03-07 00:00:00","98","A","PAPAJOHNS",""
"45404","1396891","PAPA JOHN'S"," ","5709 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","38.1631000","-85.5955000","2018-07-13 00:00:00","99","A","PAPAJOHNS",""
"45406","1356418","LOUISVILLE MALE HIGH SCHOOL"," ","4409 PRESTON HWY","","LOUISVILLE","KY","40213","SCHOOL CAFETERIA OR FOOD SERVICE","38.1852000","-85.7205000","2018-02-06 00:00:00","100","A","LOUISVILLEMALEHIGHSCHOOL",""
"45406","1410979","LOUISVILLE MALE HIGH SCHOOL"," ","4409 PRESTON HWY","","LOUISVILLE","KY","40213","SCHOOL CAFETERIA OR FOOD SERVICE","38.1852000","-85.7205000","2018-09-05 00:00:00","96","A","LOUISVILLEMALEHIGHSCHOOL",""
"45468","1336024","LOTSA PASTA"," ","3717 LEXINGTON RD","","LOUISVILLE","KY","40207","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2522000","-85.6601000","2017-11-09 00:00:00","99","A","LOTSAPASTA",""
"45468","1336025","LOTSA PASTA"," ","3717 LEXINGTON RD","","LOUISVILLE","KY","40207","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2522000","-85.6601000","2017-11-09 00:00:00","99","","LOTSAPASTA",""
"45468","1370501","LOTSA PASTA"," ","3717 LEXINGTON RD","","LOUISVILLE","KY","40207","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2522000","-85.6601000","2018-04-09 00:00:00","96","A","LOTSAPASTA",""
"45468","1370502","LOTSA PASTA"," ","3717 LEXINGTON RD","","LOUISVILLE","KY","40207","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2522000","-85.6601000","2018-04-09 00:00:00","100","","LOTSAPASTA",""
"45493","1395334","CVS #6209"," ","4249 OUTER LOOP","","LOUISVILLE","KY","40219","PRE-PACKAGED RETAIL","38.1383988","-85.6805474","2018-07-09 00:00:00","94","","CVS",""
"45753","1334080","THORNTONS #96"," ","4516 POPLAR LEVEL RD","","LOUISVILLE","KY","40213","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1870000","-85.7025000","2017-11-02 00:00:00","98","A","THORNTONS",""
"45753","1334081","THORNTONS #96"," ","4516 POPLAR LEVEL RD","","LOUISVILLE","KY","40213","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1870000","-85.7025000","2017-11-02 00:00:00","99","","THORNTONS",""
"45753","1378949","THORNTONS #96"," ","4516 POPLAR LEVEL RD","","LOUISVILLE","KY","40213","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1870000","-85.7025000","2018-05-14 00:00:00","99","A","THORNTONS",""
"45753","1378950","THORNTONS #96"," ","4516 POPLAR LEVEL RD","","LOUISVILLE","KY","40213","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1870000","-85.7025000","2018-05-14 00:00:00","100","","THORNTONS",""
"45753","1424832","THORNTONS #96"," ","4516 POPLAR LEVEL RD","","LOUISVILLE","KY","40213","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1870000","-85.7025000","2018-10-30 00:00:00","100","A","THORNTONS",""
"45753","1424833","THORNTONS #96"," ","4516 POPLAR LEVEL RD","","LOUISVILLE","KY","40213","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1870000","-85.7025000","2018-10-30 00:00:00","99","","THORNTONS",""
"45857","1365885","THORNTONS #54"," ","4154 BARDSTOWN RD","","LOUISVILLE","KY","40218","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1896000","-85.6433000","2018-03-19 00:00:00","99","A","THORNTONS",""
"45857","1365886","THORNTONS #54"," ","4154 BARDSTOWN RD","","LOUISVILLE","KY","40218","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1896000","-85.6433000","2018-03-19 00:00:00","99","","THORNTONS",""
"45857","1374767","THORNTONS #54"," ","4154 BARDSTOWN RD","","LOUISVILLE","KY","40218","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1896000","-85.6433000","2018-04-26 00:00:00","92","C","THORNTONS",""
"45857","1374768","THORNTONS #54"," ","4154 BARDSTOWN RD","","LOUISVILLE","KY","40218","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1896000","-85.6433000","2018-04-26 00:00:00","93","","THORNTONS",""
"45857","1376363","THORNTONS #54"," ","4154 BARDSTOWN RD","","LOUISVILLE","KY","40218","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1896000","-85.6433000","2018-05-03 00:00:00","99","B","THORNTONS",""
"45857","1376366","THORNTONS #54"," ","4154 BARDSTOWN RD","","LOUISVILLE","KY","40218","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1896000","-85.6433000","2018-05-03 00:00:00","99","","THORNTONS",""
"45857","1413155","THORNTONS #54"," ","4154 BARDSTOWN RD","","LOUISVILLE","KY","40218","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1896000","-85.6433000","2018-09-17 00:00:00","99","A","THORNTONS",""
"45857","1413156","THORNTONS #54"," ","4154 BARDSTOWN RD","","LOUISVILLE","KY","40218","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1896000","-85.6433000","2018-09-17 00:00:00","97","","THORNTONS",""
"46120","1356442","GOOD SPIRIT CHILDCARE"," ","2202 ST. LOUIS AVE","","LOUISVILLE","KY","40210","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2339000","-85.7924000","2018-02-06 00:00:00","100","A","GOODSPIRITCHILDCARE",""
"46120","1394505","GOOD SPIRIT CHILDCARE"," ","2202 ST. LOUIS AVE","","LOUISVILLE","KY","40210","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2339000","-85.7924000","2018-07-05 00:00:00","100","A","GOODSPIRITCHILDCARE",""
"46121","1335645","PORCINI"," ","2730 FRANKFORT AVE","","LOUISVILLE","KY","40206","FOOD SERVICE","38.2546000","-85.6924000","2017-11-08 00:00:00","96","A","PORCINI",""
"46121","1367378","PORCINI"," ","2730 FRANKFORT AVE","","LOUISVILLE","KY","40206","FOOD SERVICE","38.2546000","-85.6924000","2018-03-26 00:00:00","94","A","PORCINI",""
"46151","1343607","SPEEDY MART #551"," ","2338 LEXINGTON RD","","LOUISVILLE","KY","40206","PRE-PACKAGED RETAIL","38.2452000","-85.7029000","2017-12-08 00:00:00","96","","SPEEDYMART",""
"46262","1335267","SUBWAY #11140"," ","9901 LAGRANGE RD","","LOUISVILLE","KY","40223","FOOD SERVICE","38.2717000","-85.5696000","2017-11-07 00:00:00","100","A","SUBWAY",""
"46262","1374059","SUBWAY #11140"," ","9901 LAGRANGE RD","","LOUISVILLE","KY","40223","FOOD SERVICE","38.2717000","-85.5696000","2018-04-24 00:00:00","90","C","SUBWAY",""
"46262","1375746","SUBWAY #11140"," ","9901 LAGRANGE RD","","LOUISVILLE","KY","40223","FOOD SERVICE","38.2717000","-85.5696000","2018-05-01 00:00:00","99","A","SUBWAY",""
"46359","1368616","SOUTHWEST YMCA CHILDCARE & ADULT DAY CENTER"," ","2801 FORDHAVEN RD","","LOUISVILLE","KY","40214","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1491000","-85.8110000","2018-03-30 00:00:00","100","A","SOUTHWESTYMCACHILDCAREADULTDAYCENTER",""
"46359","1422383","SOUTHWEST YMCA CHILDCARE & ADULT DAY CENTER"," ","2801 FORDHAVEN RD","","LOUISVILLE","KY","40214","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1491000","-85.8110000","2018-10-18 00:00:00","100","A","SOUTHWESTYMCACHILDCAREADULTDAYCENTER",""
"46365","1362967","COTTAGE CAFE"," ","11609 MAIN ST","","LOUISVILLE","KY","40243","FOOD SERVICE","38.2453000","-85.5407000","2018-03-06 00:00:00","98","A","COTTAGECAFE",""
"46365","1413634","COTTAGE CAFE"," ","11609 MAIN ST","","LOUISVILLE","KY","40243","FOOD SERVICE","38.2453000","-85.5407000","2018-09-18 00:00:00","95","A","COTTAGECAFE",""
"46435","1371402","ST. MATTHEWS LITTLE LEAGUE"," ","220 TEN PIN LN","","LOUISVILLE","KY","40207","FOOD SERVICE","38.2516000","-85.6241000","2018-04-12 00:00:00","98","A","STMATTHEWSLITTLELEAGUE",""
"46435","1378945","ST. MATTHEWS LITTLE LEAGUE"," ","220 TEN PIN LN","","LOUISVILLE","KY","40207","FOOD SERVICE","38.2516000","-85.6241000","2018-05-14 00:00:00","99","A","STMATTHEWSLITTLELEAGUE",""
"46435","1413437","ST. MATTHEWS LITTLE LEAGUE"," ","220 TEN PIN LN","","LOUISVILLE","KY","40207","FOOD SERVICE","38.2516000","-85.6241000","2018-09-17 00:00:00","97","A","STMATTHEWSLITTLELEAGUE",""
"46436","1349228","SPEEDWAY #9701"," ","8510 NATIONAL TURNPIKE","","FAIRDALE","KY","40118","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1253000","-85.7491000","2018-01-05 00:00:00","94","A","SPEEDWAY",""
"46436","1349229","SPEEDWAY #9701"," ","8510 NATIONAL TURNPIKE","","FAIRDALE","KY","40118","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1253000","-85.7491000","2018-01-05 00:00:00","96","","SPEEDWAY",""
"46436","1387977","SPEEDWAY #9701"," ","8510 NATIONAL TURNPIKE","","FAIRDALE","KY","40118","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1253000","-85.7491000","2018-06-14 00:00:00","91","A","SPEEDWAY",""
"46436","1387978","SPEEDWAY #9701"," ","8510 NATIONAL TURNPIKE","","FAIRDALE","KY","40118","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1253000","-85.7491000","2018-06-14 00:00:00","97","","SPEEDWAY",""
"46530","1359231","ST. JOHN PAUL II COMMUNITY CENTER"," ","3521 GOLDSMITH LN","","LOUISVILLE","KY","40220","FOOD SERVICE","38.2094000","-85.6522000","2018-02-19 00:00:00","95","A","STJOHNPAULIICOMMUNITYCENTER",""
"46530","1422412","ST. JOHN PAUL II COMMUNITY CENTER"," ","3521 GOLDSMITH LN","","LOUISVILLE","KY","40220","FOOD SERVICE","38.2094000","-85.6522000","2018-10-18 00:00:00","100","A","STJOHNPAULIICOMMUNITYCENTER",""
"46593","1334542","CIRCLE K #3243"," ","8001 BROWNSBORO RD","","LOUISVILLE","KY","40241","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2960000","-85.6021000","2017-11-03 00:00:00","98","","CIRCLEK",""
"46641","1341070","CIRCLE K #106"," ","4300 SHELBYVILLE RD","","LOUISVILLE","KY","40207","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2509000","-85.6359000","2017-12-01 00:00:00","94","A","CIRCLEK",""
"46641","1341071","CIRCLE K #106"," ","4300 SHELBYVILLE RD","","LOUISVILLE","KY","40207","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2509000","-85.6359000","2017-12-01 00:00:00","93","","CIRCLEK",""
"46641","1370840","CIRCLE K #106"," ","4300 SHELBYVILLE RD","","LOUISVILLE","KY","40207","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2509000","-85.6359000","2018-04-10 00:00:00","97","A","CIRCLEK",""
"46641","1370841","CIRCLE K #106"," ","4300 SHELBYVILLE RD","","LOUISVILLE","KY","40207","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2509000","-85.6359000","2018-04-10 00:00:00","97","","CIRCLEK",""
"46733","1359981","LOUISVILLE RESCUE MISSION"," ","733 E JEFFERSON ST","","LOUISVILLE","KY","40203","FOOD SERVICE","38.2523000","-85.7390000","2018-02-21 00:00:00","95","A","LOUISVILLERESCUEMISSION",""
"46733","1417305","LOUISVILLE RESCUE MISSION"," ","733 E JEFFERSON ST","","LOUISVILLE","KY","40203","FOOD SERVICE","38.2523000","-85.7390000","2018-10-01 00:00:00","93","A","LOUISVILLERESCUEMISSION",""
"46824","1352990","JENNY CRAIG #1602"," ","1949 S HURSTBOURNE PKWY","","LOUISVILLE","KY","40220","PRE-PACKAGED RETAIL","38.2165000","-85.5853000","2018-01-24 00:00:00","100","","JENNYCRAIG",""
"46827","1369960","SUBWAY"," ","7611 PRESTON HWY","","LOUISVILLE","KY","40219","FOOD SERVICE","38.1409000","-85.6874000","2018-04-05 00:00:00","97","A","SUBWAY",""
"46827","1422699","SUBWAY"," ","7611 PRESTON HWY","","LOUISVILLE","KY","40219","FOOD SERVICE","38.1409000","-85.6874000","2018-10-19 00:00:00","97","A","SUBWAY",""
"46828","1355985","WENDY'S"," ","978 BRECKENRIDGE LN","","LOUISVILLE","KY","40207","FOOD SERVICE","38.2333000","-85.6404000","2018-02-02 00:00:00","97","A","WENDYS",""
"46828","1396302","WENDY'S"," ","978 BRECKENRIDGE LN","","LOUISVILLE","KY","40207","FOOD SERVICE","38.2333000","-85.6404000","2018-07-11 00:00:00","99","A","WENDYS",""
"46877","1379005","FAMILY DOLLAR #22087"," ","1419 W JEFFERSON ST","","LOUISVILLE","KY","40203","PRE-PACKAGED RETAIL","38.2565000","-85.7748000","2018-05-14 00:00:00","86","","FAMILYDOLLAR",""
"46878","1360303","RAMSI'S"," ","1293 BARDSTOWN RD","","LOUISVILLE","KY","40204","FOOD SERVICE","38.2357000","-85.7155000","2018-02-22 00:00:00","92","A","RAMSIS",""
"47016","1363531","CHAPPEL HOUSE GROCERY"," ","945 S 5TH ST","","LOUISVILLE","KY","40203","RETAIL WITH LIMITED SERVICE","38.2403000","-85.7603000","2018-03-06 00:00:00","100","","CHAPPELHOUSEGROCERY",""
"47151","1359253","THORNTONS #95"," ","13314 SHELBYVILLE RD","","LOUISVILLE","KY","40223","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2423000","-85.5127000","2018-02-19 00:00:00","94","A","THORNTONS",""
"47151","1359254","THORNTONS #95"," ","13314 SHELBYVILLE RD","","LOUISVILLE","KY","40223","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2423000","-85.5127000","2018-02-19 00:00:00","93","","THORNTONS",""
"47151","1402117","THORNTONS #95"," ","13314 SHELBYVILLE RD","","LOUISVILLE","KY","40223","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2423000","-85.5127000","2018-08-02 00:00:00","99","A","THORNTONS",""
"47151","1402118","THORNTONS #95"," ","13314 SHELBYVILLE RD","","LOUISVILLE","KY","40223","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2423000","-85.5127000","2018-08-02 00:00:00","98","","THORNTONS",""
"47156","1366356","SPEEDWAY #9714"," ","4340 CANE RUN RD","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1986000","-85.8390000","2018-03-20 00:00:00","97","A","SPEEDWAY",""
"47156","1366357","SPEEDWAY #9714"," ","4340 CANE RUN RD","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1986000","-85.8390000","2018-03-20 00:00:00","99","","SPEEDWAY",""
"47156","1403707","SPEEDWAY #9714"," ","4340 CANE RUN RD","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1986000","-85.8390000","2018-08-09 00:00:00","96","A","SPEEDWAY",""
"47156","1403708","SPEEDWAY #9714"," ","4340 CANE RUN RD","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1986000","-85.8390000","2018-08-09 00:00:00","96","","SPEEDWAY",""
"47268","1345446","MIDDLETOWN UNITED METHODIST CHURCH DAY CARE"," ","11902 OLD SHELBYVILLE RD","","LOUISVILLE","KY","40243","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2438000","-85.5345000","2017-12-18 00:00:00","98","A","MIDDLETOWNUNITEDMETHODISTCHURCHDAYCARE",""
"47268","1391805","MIDDLETOWN UNITED METHODIST CHURCH DAY CARE"," ","11902 OLD SHELBYVILLE RD","","LOUISVILLE","KY","40243","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2438000","-85.5345000","2018-06-21 00:00:00","100","A","MIDDLETOWNUNITEDMETHODISTCHURCHDAYCARE",""
"47419","1347520","LAKE FOREST COUNTRY CLUB"," ","14000 LANDMARK DR","","LOUISVILLE","KY","40245","FOOD SERVICE","38.2657000","-85.4826000","2017-12-27 00:00:00","94","A","LAKEFORESTCOUNTRYCLUB",""
